id,group,code,role,date,minggu
c692f0fa-34ab-48a3-8732-cb7fcaa38c26,GROUP-01,I5,praktikan,,11
db41515c-4d6d-4989-8a51-7bb276ff2c58,GROUP-01,I5,praktikan,,11
d485d075-cbd7-4352-bf47-ca507f44a1d5,GROUP-02,I5,praktikan,,11
27e191b5-e5e0-43e6-bb2b-97aeaa634eda,GROUP-02,I5,praktikan,,11
2d19ab88-c272-4694-b068-a784261b4543,GROUP-08,I5,praktikan,2023-04-04 11:30:00,9
215442a5-eb88-459c-b145-8f2703c97986,GROUP-11,I4,praktikan,2023-04-06 11:30:00,9
22902003-9059-4b9d-aa96-0876719a8d25,GROUP-11,I4,praktikan,2023-04-06 11:30:00,9
a40bde97-69dc-43af-9de8-94bf674ebdcf,GROUP-11,I4,praktikan,2023-04-06 11:30:00,9
27e191b5-e5e0-43e6-bb2b-97aeaa634eda,GROUP-02,I2,praktikan,2023-03-03 11:30:00,4
d485d075-cbd7-4352-bf47-ca507f44a1d5,GROUP-02,I2,praktikan,2023-03-03 11:30:00,4
3af10d4d-9e9d-45ea-9f9b-d0c5b9d08e47,GROUP-02,I2,praktikan,2023-03-03 11:30:00,4
0939e1f9-6a44-4b22-b78b-069078f95c57,GROUP-02,I2,praktikan,2023-03-03 11:30:00,4
27e191b5-e5e0-43e6-bb2b-97aeaa634eda,GROUP-02,I6,praktikan,2023-04-12 11:30:00,10
d68f7fee-9ed4-4de3-8336-4d8e6a13939a,GROUP-11,I4,praktikan,2023-04-06 11:30:00,9
f0204aad-b721-4c8a-abf8-df6e5938b347,GROUP-11,I4,praktikan,2023-04-06 11:30:00,9
a690a0f2-678e-4785-a843-457624ac6fd9,GROUP-07,I5,praktikan,2023-04-06 11:30:00,9
e25ef445-5616-4182-833f-88694d10f7ee,GROUP-12,I4,praktikan,2023-04-06 09:00:00,9
a37babdf-f34a-41f5-9efa-0a4b9bbbd233,GROUP-02,I3,praktikan,2023-03-10 09:00:00,5
081b788d-9edb-4965-a9de-9fb51828f856,GROUP-02,I3,praktikan,2023-03-10 09:00:00,5
0dfdf218-ec50-4743-a8a5-5b6ad77cd424,GROUP-02,I3,praktikan,2023-03-10 09:00:00,5
d485d075-cbd7-4352-bf47-ca507f44a1d5,GROUP-02,I6,praktikan,2023-04-12 11:30:00,10
9d8b379a-5ab6-4afb-a417-eb61d0986bab,GROUP-01,I6,praktikan,2023-04-12 09:00:00,10
b2d61576-cdfe-4ff4-af80-70223068e862,GROUP-01,I5,praktikan,,11
c692f0fa-34ab-48a3-8732-cb7fcaa38c26,GROUP-01,I6,praktikan,2023-04-12 09:00:00,10
fddf79a4-fb54-4e78-ac70-69ad5b838554,GROUP-01,I5,praktikan,,11
d0f3f882-4319-4fad-a6c6-99c476c6294f,GROUP-01,I5,praktikan,,11
a37babdf-f34a-41f5-9efa-0a4b9bbbd233,GROUP-02,I5,praktikan,,11
081b788d-9edb-4965-a9de-9fb51828f856,GROUP-02,I5,praktikan,,11
f489ad02-b095-4d4b-8c0f-1463ae3df39a,GROUP-02,I3,praktikan,2023-03-10 09:00:00,5
ca7257cc-33bd-47a7-af40-a5c550b5c9bf,GROUP-07,I5,praktikan,2023-04-06 11:30:00,9
ca73d7bf-ceef-4213-8242-bd54f13dabf1,GROUP-07,I5,praktikan,2023-04-06 11:30:00,9
f0c46e58-9b20-4c72-8d3c-d6934a5888b4,GROUP-07,I5,praktikan,2023-04-06 11:30:00,9
a37babdf-f34a-41f5-9efa-0a4b9bbbd233,GROUP-02,I2,praktikan,2023-03-03 11:30:00,4
081b788d-9edb-4965-a9de-9fb51828f856,GROUP-02,I2,praktikan,2023-03-03 11:30:00,4
0dfdf218-ec50-4743-a8a5-5b6ad77cd424,GROUP-02,I2,praktikan,2023-03-03 11:30:00,4
c994567e-4876-420e-8f50-a3db2152c34a,GROUP-02,I3,aslab,2023-03-10 09:00:00,5
d0f3f882-4319-4fad-a6c6-99c476c6294f,GROUP-01,I6,praktikan,2023-04-12 09:00:00,10
db41515c-4d6d-4989-8a51-7bb276ff2c58,GROUP-01,I6,praktikan,2023-04-12 09:00:00,10
474077c4-52f5-4a85-8bf4-392ee0129217,GROUP-15,I4,praktikan,2023-04-08 02:00:00,9
91e9a0dd-b6d6-4f84-991d-b26a58212052,GROUP-12,I4,praktikan,2023-04-06 09:00:00,9
c9430ed8-c5ac-4c49-9a92-7eea83222327,GROUP-02,I3,praktikan,2023-03-10 09:00:00,5
6173a797-739e-4ebf-930c-070de5ed643c,GROUP-02,I3,praktikan,2023-03-10 09:00:00,5
081b788d-9edb-4965-a9de-9fb51828f856,GROUP-02,I6,praktikan,2023-04-12 11:30:00,10
9c7f1629-b959-49ce-89ec-7b593d732551,GROUP-01,I5,aslab,,11
7f76112d-5f09-4462-aac9-97687d24c955,GROUP-01,I5,praktikan,,11
e476ab45-5e47-43a3-b435-89bdc4d1dffe,GROUP-01,I5,praktikan,,11
dc7e249d-3f91-4b37-a946-6f30c6c09534,GROUP-01,I5,praktikan,,11
ae22e589-6950-4655-83bb-35e276148216,GROUP-02,I5,aslab,,11
c9430ed8-c5ac-4c49-9a92-7eea83222327,GROUP-02,I5,praktikan,,11
6173a797-739e-4ebf-930c-070de5ed643c,GROUP-02,I5,praktikan,,11
0dfdf218-ec50-4743-a8a5-5b6ad77cd424,GROUP-02,I6,praktikan,2023-04-12 11:30:00,10
a37babdf-f34a-41f5-9efa-0a4b9bbbd233,GROUP-02,I6,praktikan,2023-04-12 11:30:00,10
6ae4112b-7947-4921-9548-a5b5262d95e7,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
d745b4c1-5ac1-4911-add8-1f3fe05f62eb,GROUP-03,I6,aslab,2023-04-10 11:30:00,10
0dfdf218-ec50-4743-a8a5-5b6ad77cd424,GROUP-02,I4,praktikan,2023-04-05 09:00:00,9
b9c81f3e-83ca-4627-8e21-51f528110545,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
3af10d4d-9e9d-45ea-9f9b-d0c5b9d08e47,GROUP-02,I4,praktikan,2023-04-05 09:00:00,9
6173a797-739e-4ebf-930c-070de5ed643c,GROUP-02,I4,praktikan,2023-04-05 09:00:00,9
f489ad02-b095-4d4b-8c0f-1463ae3df39a,GROUP-02,I4,praktikan,2023-04-05 09:00:00,9
5eec9f9b-fd7e-4ee4-904a-cfbef5304921,GROUP-03,I1,aslab,2023-03-02 09:00:00,4
86a880f2-12d7-4eca-b21a-5399ad9bb5b4,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
0df98a42-c4ce-44f4-96b0-d8359347afb3,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
ead39e60-468f-4f0b-ba0a-795a8f22f14a,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
b4240cf7-8d9d-455f-a7ab-81048fc8679f,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
943c7c6a-6012-43bd-be06-bc84a9fedc3e,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
b69a60a3-9b55-45fa-ad7a-22504209e139,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
9871860f-2acb-4cae-ac90-4edbe29c89ed,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
dfeaf61d-5e81-405b-b886-9869e6b64ddc,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
3af10d4d-9e9d-45ea-9f9b-d0c5b9d08e47,GROUP-02,I5,praktikan,,11
6ae4112b-7947-4921-9548-a5b5262d95e7,GROUP-03,I1,praktikan,2023-03-02 09:00:00,4
0939e1f9-6a44-4b22-b78b-069078f95c57,GROUP-02,I5,praktikan,,11
6e74cc61-dc23-4b49-b943-525505fd1af5,GROUP-04,I3,praktikan,2023-02-22 11:30:00,3
879e6b69-51cf-414a-afdb-cce88f2d3dad,GROUP-04,I3,praktikan,2023-02-22 11:30:00,3
1139aa48-e096-4a48-b5ec-b949b5abc6a6,GROUP-05,I6,praktikan,2023-04-13 09:00:00,10
bc310948-f301-40e2-aa41-88111e87fb87,GROUP-05,I6,praktikan,2023-04-13 09:00:00,10
86a880f2-12d7-4eca-b21a-5399ad9bb5b4,GROUP-03,I5,praktikan,,11
0df98a42-c4ce-44f4-96b0-d8359347afb3,GROUP-03,I5,praktikan,,11
ead39e60-468f-4f0b-ba0a-795a8f22f14a,GROUP-03,I5,praktikan,,11
b4240cf7-8d9d-455f-a7ab-81048fc8679f,GROUP-03,I5,praktikan,,11
5c517372-6a92-495d-b7ca-205b7ee6c0e8,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
afd8222a-01a2-4c98-88f2-636015abd01d,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
b69a60a3-9b55-45fa-ad7a-22504209e139,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
b9c81f3e-83ca-4627-8e21-51f528110545,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
a21df1bb-b996-4adb-8bda-fd62012cd75d,GROUP-10,I4,praktikan,2023-04-10 06:30:00,10
4ce02748-c3e2-4388-b60a-c2e49e8aa62d,GROUP-03,I3,aslab,2023-02-25 05:30:00,3
b4240cf7-8d9d-455f-a7ab-81048fc8679f,GROUP-03,I1,praktikan,2023-03-02 09:00:00,4
6ae4112b-7947-4921-9548-a5b5262d95e7,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
0dfdf218-ec50-4743-a8a5-5b6ad77cd424,GROUP-02,I5,praktikan,,11
9a156924-c220-44e4-802a-7146efef61c6,GROUP-04,I3,aslab,2023-02-22 11:30:00,3
943c7c6a-6012-43bd-be06-bc84a9fedc3e,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
b69a60a3-9b55-45fa-ad7a-22504209e139,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
b9c81f3e-83ca-4627-8e21-51f528110545,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
943c7c6a-6012-43bd-be06-bc84a9fedc3e,GROUP-03,I5,praktikan,,11
b69a60a3-9b55-45fa-ad7a-22504209e139,GROUP-03,I5,praktikan,,11
abaa1975-bc46-4342-89f7-52b1dbb549b9,GROUP-11,I6,aslab,2023-04-13 11:30:00,10
afd8222a-01a2-4c98-88f2-636015abd01d,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
9ea4d834-9baf-46c4-81eb-c91e7bb6fb6a,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
879e6b69-51cf-414a-afdb-cce88f2d3dad,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
6e74cc61-dc23-4b49-b943-525505fd1af5,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
b9c81f3e-83ca-4627-8e21-51f528110545,GROUP-03,I5,praktikan,,11
86a880f2-12d7-4eca-b21a-5399ad9bb5b4,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
8b1a2608-4eb3-490f-b55d-89842f94542d,GROUP-04,I3,praktikan,2023-02-22 11:30:00,3
d7a384cb-c533-45ed-981d-9f16d198f5a3,GROUP-04,I3,praktikan,2023-02-22 11:30:00,3
86a880f2-12d7-4eca-b21a-5399ad9bb5b4,GROUP-03,I1,praktikan,2023-03-02 09:00:00,4
0df98a42-c4ce-44f4-96b0-d8359347afb3,GROUP-03,I1,praktikan,2023-03-02 09:00:00,4
0df98a42-c4ce-44f4-96b0-d8359347afb3,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
b4240cf7-8d9d-455f-a7ab-81048fc8679f,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
ead39e60-468f-4f0b-ba0a-795a8f22f14a,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
dc93e155-e9d5-44d9-83e5-3034b6013509,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
d7a384cb-c533-45ed-981d-9f16d198f5a3,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
0df98a42-c4ce-44f4-96b0-d8359347afb3,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
623f53a8-ee3f-4552-abbe-e5e8de469846,GROUP-06,I4,praktikan,2023-04-12 11:30:00,10
3f82af71-1044-41f7-91fb-da5fa44fbbd5,GROUP-03,I2,aslab,2023-03-09 09:00:00,5
6ae4112b-7947-4921-9548-a5b5262d95e7,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
afd8222a-01a2-4c98-88f2-636015abd01d,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
9ea4d834-9baf-46c4-81eb-c91e7bb6fb6a,GROUP-03,I2,praktikan,2023-03-09 09:00:00,5
86a880f2-12d7-4eca-b21a-5399ad9bb5b4,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
8b1a2608-4eb3-490f-b55d-89842f94542d,GROUP-04,I1,praktikan,2023-03-04 02:00:00,4
9cea237f-deb0-4a8c-9c86-1d8c74849436,GROUP-05,I6,praktikan,2023-04-13 09:00:00,10
f489ad02-b095-4d4b-8c0f-1463ae3df39a,GROUP-02,I5,praktikan,,11
1dff7ee7-7769-4926-8628-a7c51d06791d,GROUP-03,I5,aslab,,11
6ae4112b-7947-4921-9548-a5b5262d95e7,GROUP-03,I5,praktikan,,11
afd8222a-01a2-4c98-88f2-636015abd01d,GROUP-03,I5,praktikan,,11
b4240cf7-8d9d-455f-a7ab-81048fc8679f,GROUP-03,I3,praktikan,2023-02-25 05:30:00,3
a099307a-fc5c-4f14-8876-e236ceec5f2f,GROUP-04,I1,aslab,2023-03-04 02:00:00,4
d11fd69b-c0b9-4389-ab38-12a595b04782,GROUP-06,I4,praktikan,2023-04-12 11:30:00,10
4b0bf26d-33c1-4d96-83a1-5376fe17ba6d,GROUP-05,I6,praktikan,2023-04-13 09:00:00,10
e18b8849-dc57-4aae-8519-bb7602c536d9,GROUP-05,I6,praktikan,2023-04-13 09:00:00,10
943c7c6a-6012-43bd-be06-bc84a9fedc3e,GROUP-03,I1,praktikan,2023-03-02 09:00:00,4
d745b4c1-5ac1-4911-add8-1f3fe05f62eb,GROUP-04,I2,aslab,2023-03-07 11:30:00,5
9ea4d834-9baf-46c4-81eb-c91e7bb6fb6a,GROUP-03,I5,praktikan,,11
943c7c6a-6012-43bd-be06-bc84a9fedc3e,GROUP-03,I6,praktikan,2023-04-10 11:30:00,10
b69a60a3-9b55-45fa-ad7a-22504209e139,GROUP-03,I1,praktikan,2023-03-02 09:00:00,4
b9c81f3e-83ca-4627-8e21-51f528110545,GROUP-03,I1,praktikan,2023-03-02 09:00:00,4
9871860f-2acb-4cae-ac90-4edbe29c89ed,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
5c517372-6a92-495d-b7ca-205b7ee6c0e8,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
dfeaf61d-5e81-405b-b886-9869e6b64ddc,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
7c673187-3f15-438b-aa07-5e7522b40b36,GROUP-06,I4,praktikan,2023-04-12 11:30:00,10
8798c0a1-d4a1-4041-a037-d93655faa192,GROUP-06,I4,praktikan,2023-04-12 11:30:00,10
7ae1d1ee-a5e5-4dcc-acc0-592d3095446c,GROUP-05,I6,praktikan,2023-04-13 09:00:00,10
6173a797-739e-4ebf-930c-070de5ed643c,GROUP-02,I6,praktikan,2023-04-12 11:30:00,10
7ae1d1ee-a5e5-4dcc-acc0-592d3095446c,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
1139aa48-e096-4a48-b5ec-b949b5abc6a6,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
9cea237f-deb0-4a8c-9c86-1d8c74849436,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
bc310948-f301-40e2-aa41-88111e87fb87,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
9871860f-2acb-4cae-ac90-4edbe29c89ed,GROUP-04,I5,praktikan,,11
5c517372-6a92-495d-b7ca-205b7ee6c0e8,GROUP-04,I5,praktikan,,11
dfeaf61d-5e81-405b-b886-9869e6b64ddc,GROUP-04,I5,praktikan,,11
f489ad02-b095-4d4b-8c0f-1463ae3df39a,GROUP-02,I6,praktikan,2023-04-12 11:30:00,10
e18b8849-dc57-4aae-8519-bb7602c536d9,GROUP-05,I5,praktikan,,11
2d19ab88-c272-4694-b068-a784261b4543,GROUP-08,I4,praktikan,2023-04-10 11:30:00,10
ba268372-e3b4-456b-80ec-689146205f96,GROUP-08,I4,praktikan,2023-04-10 11:30:00,10
bc310948-f301-40e2-aa41-88111e87fb87,GROUP-05,I5,praktikan,,11
6e74cc61-dc23-4b49-b943-525505fd1af5,GROUP-04,I6,praktikan,,10
879e6b69-51cf-414a-afdb-cce88f2d3dad,GROUP-04,I6,praktikan,,10
dc93e155-e9d5-44d9-83e5-3034b6013509,GROUP-04,I6,praktikan,,10
e18b8849-dc57-4aae-8519-bb7602c536d9,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
4b0bf26d-33c1-4d96-83a1-5376fe17ba6d,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
6e74cc61-dc23-4b49-b943-525505fd1af5,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
879e6b69-51cf-414a-afdb-cce88f2d3dad,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
dc93e155-e9d5-44d9-83e5-3034b6013509,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
cdf37a44-45a8-4ada-b1fb-ee1d2d860543,GROUP-05,I6,aslab,2023-04-13 09:00:00,10
e01e974e-b5ac-4c54-aa4d-e5c9348422c4,GROUP-05,I6,praktikan,2023-04-13 09:00:00,10
7ae1d1ee-a5e5-4dcc-acc0-592d3095446c,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
9cea237f-deb0-4a8c-9c86-1d8c74849436,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
1139aa48-e096-4a48-b5ec-b949b5abc6a6,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
4167378b-5ef2-4851-b9b5-dfff51297f20,GROUP-05,I3,aslab,2023-03-03 09:00:00,4
853aae54-b717-43aa-a19c-1680d899b3e3,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
6e74cc61-dc23-4b49-b943-525505fd1af5,GROUP-04,I5,praktikan,,11
879e6b69-51cf-414a-afdb-cce88f2d3dad,GROUP-04,I5,praktikan,,11
dc93e155-e9d5-44d9-83e5-3034b6013509,GROUP-04,I5,praktikan,,11
7ae1d1ee-a5e5-4dcc-acc0-592d3095446c,GROUP-05,I5,praktikan,,11
13b95af2-fe7b-4eae-b9e6-68b649623e28,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
1139aa48-e096-4a48-b5ec-b949b5abc6a6,GROUP-05,I5,praktikan,,11
4167378b-5ef2-4851-b9b5-dfff51297f20,GROUP-04,I6,aslab,,10
8b1a2608-4eb3-490f-b55d-89842f94542d,GROUP-04,I6,praktikan,,10
d7a384cb-c533-45ed-981d-9f16d198f5a3,GROUP-04,I6,praktikan,,10
f1d8b6f6-cc29-42ac-a4bb-e507a632bd33,GROUP-04,I6,praktikan,,10
8b1a2608-4eb3-490f-b55d-89842f94542d,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
d7a384cb-c533-45ed-981d-9f16d198f5a3,GROUP-04,I2,praktikan,2023-03-07 11:30:00,5
ecb53545-6e12-4055-9150-65b615d53462,GROUP-09,I4,praktikan,2023-04-13 09:00:00,10
77590bbe-0085-4fcd-a29e-b7bc07c2cd36,GROUP-08,I4,praktikan,2023-04-10 11:30:00,10
b36a61d7-4b80-4e70-bb26-4a5ccac333f2,GROUP-08,I4,praktikan,2023-04-10 11:30:00,10
13b95af2-fe7b-4eae-b9e6-68b649623e28,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
853aae54-b717-43aa-a19c-1680d899b3e3,GROUP-05,I1,praktikan,2023-03-09 09:00:00,5
e18b8849-dc57-4aae-8519-bb7602c536d9,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
bc310948-f301-40e2-aa41-88111e87fb87,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
4b0bf26d-33c1-4d96-83a1-5376fe17ba6d,GROUP-05,I3,praktikan,2023-03-03 09:00:00,4
87b22cbd-8f1e-4737-825a-7e240ab883f1,GROUP-05,I1,aslab,2023-03-09 09:00:00,5
87b22cbd-8f1e-4737-825a-7e240ab883f1,GROUP-04,I5,aslab,,11
8b1a2608-4eb3-490f-b55d-89842f94542d,GROUP-04,I5,praktikan,,11
d7a384cb-c533-45ed-981d-9f16d198f5a3,GROUP-04,I5,praktikan,,11
f1d8b6f6-cc29-42ac-a4bb-e507a632bd33,GROUP-04,I5,praktikan,,11
9a156924-c220-44e4-802a-7146efef61c6,GROUP-05,I5,aslab,,11
e01e974e-b5ac-4c54-aa4d-e5c9348422c4,GROUP-05,I5,praktikan,,11
853aae54-b717-43aa-a19c-1680d899b3e3,GROUP-05,I5,praktikan,,11
9871860f-2acb-4cae-ac90-4edbe29c89ed,GROUP-04,I6,praktikan,,10
5c517372-6a92-495d-b7ca-205b7ee6c0e8,GROUP-04,I6,praktikan,,10
dfeaf61d-5e81-405b-b886-9869e6b64ddc,GROUP-04,I6,praktikan,,10
7c673187-3f15-438b-aa07-5e7522b40b36,GROUP-06,I1,praktikan,2023-03-03 09:00:00,4
a7d7427e-2fda-408f-826f-b498fdeb9f08,GROUP-07,I3,praktikan,2023-02-24 06:30:00,3
b381fd14-388b-495d-9870-da2fd05edc09,GROUP-07,I3,praktikan,2023-02-24 06:30:00,3
ca73d7bf-ceef-4213-8242-bd54f13dabf1,GROUP-07,I3,praktikan,2023-02-24 06:30:00,3
1a76ccff-2731-4897-9eb6-5196ec16297c,GROUP-06,I2,praktikan,2023-03-11 02:00:00,5
623f53a8-ee3f-4552-abbe-e5e8de469846,GROUP-06,I2,praktikan,2023-03-11 02:00:00,5
8798c0a1-d4a1-4041-a037-d93655faa192,GROUP-06,I2,praktikan,2023-03-11 02:00:00,5
a33f231e-03e6-4b54-a83c-f08673dc66d3,GROUP-06,I1,praktikan,2023-03-03 09:00:00,4
0240d425-d5d5-49e7-adb5-6b022012d5e1,GROUP-06,I1,praktikan,2023-03-03 09:00:00,4
0240d425-d5d5-49e7-adb5-6b022012d5e1,GROUP-06,I4,praktikan,2023-04-12 11:30:00,10
f0c46e58-9b20-4c72-8d3c-d6934a5888b4,GROUP-07,I2,praktikan,2023-03-08 09:00:00,5
4b0bf26d-33c1-4d96-83a1-5376fe17ba6d,GROUP-05,I5,praktikan,,11
92a25a5b-56a8-4a79-9d5a-e65a144c573d,GROUP-12,I6,praktikan,2023-04-11 09:00:00,10
660b3631-3b01-4bba-9cab-999ddb5b0445,GROUP-09,I4,praktikan,2023-04-13 09:00:00,10
